"movie_id";"genre_id"
373469;1
373469;9
373469;10
373883;5
373889;17
373889;6
373889;3
373926;9
373926;10
373926;11
374900;1
375063;1
375063;2
375063;8
375679;9
375679;2
375679;11
375912;17
375912;9
375912;2
376136;1
376136;2
376541;2
376541;8
376994;17
376994;6
376994;7
377092;1
378194;17
378194;9
378194;11
379725;19
379725;9
379725;2
379786;17
379786;6
379786;7
380510;2
380510;4
380510;11
381061;17
381061;6
381061;11
381681;2
381681;8
381707;1
381707;9
381849;17
381849;9
381849;2
382625;10
382625;11
382932;6
382932;12
382932;1
383574;17
383574;6
383574;4
384537;5
384537;10
384793;1
384806;5
385002;9
385002;2
385002;21
385004;17
385004;6
385004;2
385752;6
385752;3
385752;4
385880;12
385880;1
385880;3
386117;6
386117;2
386117;3
386140;17
386140;6
386140;8
386588;1
386588;8
387131;2
387131;10
387131;8
387564;5
387564;10
387564;11
387808;6
387808;1
387808;7
388482;17
388482;9
388482;11
388795;2
388795;8
389722;17
389722;6
389722;5
389790;6
389790;12
389790;1
389860;1
389860;2
389860;4
390384;2
390384;7
390384;11
390521;22
391198;5
391198;10
391198;11
393109;9
393109;2
393109;10
393162;19
393162;2
393162;21
395169;19
395169;2
395169;20
395584;9
395584;5
395584;15
396171;9
396171;2
396171;4
396269;1
396269;8
396555;6
396555;12
396555;1
397065;5
397065;11
397101;2
397101;5
397101;10
397535;2
397535;8
397892;6
397892;12
397892;1
398165;1
398165;9
398165;21
398286;6
398286;12
398286;1
398808;2
398808;3
398808;4
399146;17
399146;9
399146;2
399201;17
399201;7
399201;11
399295;9
399295;2
400717;6
400717;12
400717;1
401383;19
401383;2
401729;17
401729;6
401729;7
401792;9
401792;11
401855;17
401855;4
401855;11
402022;17
402022;6
402022;7
404032;2
404032;5
404032;11
404203;2
404203;8
404390;17
404390;9
404390;2
405094;2
405094;10
405094;11
405159;2
405159;21
405296;12
405296;1
405296;9
405422;1
405422;8
405508;1
405508;9
405508;2
406375;17
406375;6
406375;1
407304;17
407304;6
407304;7
407887;9
407887;2
407887;11
408236;2
408236;5
408236;16
408306;17
408306;2
408306;20
408790;2
408790;10
408790;11
409182;17
409182;6
409182;11
409459;17
409459;2
409459;10
409847;17
409847;2
409847;7
410297;2
410297;4
410297;8
411477;17
411477;6
411477;4
412019;1
412019;2
412019;10
413099;1
413099;3
413099;4
413267;6
413267;12
413267;1
413300;17
413300;6
413300;7
414387;2
414387;8
414982;5
414982;11
414993;2
414993;10
414993;8
415306;1
415306;21
416320;2
416320;8
416320;11
416449;17
416449;2
417148;17
417148;6
417148;9
417741;17
417741;6
417741;3
418279;17
418279;6
418279;7
418689;17
418689;6
418689;2
418763;19
418763;2
418763;13
419706;17
419706;5
419706;7
420223;1
420223;2
420223;4
421073;17
421073;9
421073;11
421239;11
421715;2
421715;4
421715;8
422720;19
422720;2
422720;20
424095;17
424095;6
424095;12
424136;2
424136;11
424345;1
425061;17
425061;6
425061;1
425112;17
425112;1
425112;10
425123;1
425123;2
425123;4
425210;9
425210;2
425210;11
426883;19
426883;9
426883;2
426931;2
426931;18
427152;1
427327;1
427327;2
427327;16
427944;1
427944;2
429493;17
429493;6
429493;11
430105;17
430105;9
430105;2
430357;17
430357;6
430357;9
430922;1
431197;17
431197;2
431197;11
431308;1
431308;2
431308;8
432021;17
432021;5
432021;7
432283;6
432283;12
