"person_id";"primary_name";"birth_year";"death_year";"primary_profession";"known_for_titles"
326246;"Jonathan Goldstein";1969;0;"producer,writer,miscellaneous";"tt1499658,tt2704998,tt2250912,tt2906216"
327273;"Michel Gondry";1963;0;"director,producer,writer";"tt0354899,tt0799934,tt1618445,tt0338013"
327779;"Rick Gonzalez";1979;0;"actor";"tt0955322,tt4158110,tt0482572,tt0393162"
327944;"Alejandro G. Iñárritu";1963;0;"producer,director,writer";"tt2562232,tt1164999,tt1663202,tt0245712"
328709;"Meagan Good";1981;0;"actress,producer,director";"tt1621045,tt0367631,tt1139668,tt0393109"
328751;"Caroline Goodall";1959;0;"actress,producer,writer";"tt0360139,tt0106582,tt0102057,tt0109635"
328828;"Matthew Goode";1978;0;"actor";"tt0360139,tt0409459,tt1682180,tt2084970"
329481;"Ginnifer Goodwin";1978;0;"actress,soundtrack,producer";"tt0358273,tt9054904,tt0421030,tt2948356"
330150;"Don Gordon";1926;2017;"actor,writer";"tt0070511,tt0072308,tt0062765,tt0099528"
330687;"Joseph Gordon-Levitt";1981;0;"actor,producer,writer";"tt2229499,tt1276104,tt1375666,tt1306980"
331516;"Ryan Gosling";1980;0;"actor,soundtrack,producer";"tt1120985,tt3783958,tt0780504,tt1856101"
331532;"Raja Gosnell";1958;0;"editor,director,editorial_department";"tt0151738,tt0331632,tt0208003,tt0267913"
332390;"Harold Gould";1923;2010;"actor,soundtrack";"tt0129290,tt0073312,tt0322330,tt0070735"
332950;"Ashutosh Gowariker";1964;0;"actor,writer,producer";"tt0169102,tt0449994,tt0367110,tt3859980"
333410;"Topher Grace";1978;0;"actor,producer,soundtrack";"tt0165598,tt0181865,tt0413300,tt0385267"
334179;"Lauren Graham";1967;0;"actress,music_department,producer";"tt0490084,tt0230838,tt0307987,tt0238784"
334318;"Stephen Graham";1973;0;"actor,producer,soundtrack";"tt0480025,tt1790809,tt0208092,tt11127680"
334603;"Alexander Granach";1893;1945;"actor";"tt0031725,tt0036921,tt0013442,tt0035966"
334882;"Darío Grandinetti";1959;0;"actor";"tt0287467,tt8956390,tt0120250,tt3011894"
335048;"Farley Granger";1925;2011;"actor,soundtrack";"tt0040872,tt0040746,tt0082951,tt0044079"
335138;"Debra Granik";1963;0;"director,writer,cinematographer";"tt3263430,tt3892172,tt1399683,tt0363579"
336509;"Charles Gray";1928;2000;"actor,soundtrack";"tt0062512,tt0073629,tt0075194,tt0066995"
336620;"F. Gary Gray";1969;0;"director,producer,actor";"tt0120768,tt0113118,tt0317740,tt0117603"
337773;"David Gordon Green";1975;0;"producer,director,writer";"tt2195548,tt0262432,tt2382396,tt1502407"
338886;"Peter Greene";1965;0;"actor,producer";"tt1038919,tt0181316,tt0110475,tt0110912"
339004;"Luke Greenfield";1972;0;"director,producer,writer";"tt1924435,tt0255798,tt0265208,tt0265647"
339030;"Paul Greengrass";1955;0;"director,producer,writer";"tt0440963,tt7280898,tt0475276,tt6878306"
339159;"Brad Greenquist";1959;0;"actor,casting_director,producer";"tt1210819,tt0248667,tt0098084,tt1067583"
339304;"Bruce Greenwood";1956;0;"actor,soundtrack,producer";"tt0796366,tt1408101,tt0146309,tt0343818"
339460;"Judy Greer";1975;0;"actress,producer,soundtrack";"tt0369610,tt0478970,tt0988595,tt0337563"
340973;"Jon Gries";1957;0;"actor,soundtrack,producer";"tt0374900,tt0119654,tt0113161,tt0327850"
341174;"Douglas M. Griffin";1966;0;"actor";"tt1860357,tt3729898,tt1881002"
341737;"Rachel Griffiths";1968;0;"actress,producer,writer";"tt0110598,tt0248654,tt0265662,tt2119532"
341743;"Richard Griffiths";1947;2013;"actor,writer";"tt0241527,tt0464049,tt0295297,tt0094336"
342399;"Greg Grunberg";1966;0;"actor,producer,writer";"tt0796366,tt2527338,tt0164052,tt0285333"
342458;"Nikolay Grinko";1920;1989;"actor,soundtrack";"tt0072443,tt0069293,tt0060107,tt0079944"
342488;"Rupert Grint";1988;0;"actor,producer,soundtrack";"tt0417741,tt1201607,tt0241527,tt0373889"
343447;"Michael Gross";1947;0;"actor,soundtrack,producer";"tt0334541,tt0259685,tt0083413,tt0100814"
344435;"Ioan Gruffudd";1973;0;"actor,soundtrack,director";"tt0120667,tt0486576,tt0349683,tt0120338"
344963;"Herbert Grönemeyer";1956;0;"music_artist,actor,composer";"tt0082096,tt1972571,tt1440728,tt0421082"
345340;"Harry Guardino";1925;1995;"actor,soundtrack";"tt0074483,tt0051745,tt0066999,tt0055047"
345615;"Christian Gudegast";1970;0;"writer,director,producer";"tt5884796,tt0266465,tt1259528,tt3300542"
347149;"Sienna Guillory";1975;0;"actress,director,producer";"tt1855325,tt0314331,tt0318627,tt0449010"
347797;"Sean Gullette";1968;0;"actor,producer,writer";"tt0180093,tt0138704,tt10150924,tt3003758"
347858;"David Gulpilil";1953;2021;"actor,music_department,writer";"tt0455824,tt0252444,tt0090555,tt0067959"
348181;"James Gunn";1966;0;"writer,producer,director";"tt2015381,tt0439815,tt3896198,tt1333125"
348409;"Bob Gunton";1945;0;"actor,soundtrack";"tt0285331,tt0111161,tt3322312,tt3305388"
350079;"Luis Guzmán";1956;0;"actor,producer,writer";"tt0181865,tt1111422,tt0272338,tt0118749"
350453;"Jake Gyllenhaal";1980;0;"actor,producer,soundtrack";"tt0246578,tt1392214,tt0388795,tt2872718"
352778;"Bill Hader";1978;0;"actor,writer,producer";"tt2096673,tt3152624,tt7349950,tt1571249"
353405;"Jean Hagen";1923;1977;"actress,soundtrack";"tt0045152,tt0041090,tt0045410,tt0042208"
353546;"Julie Hagerty";1955;0;"actress,soundtrack";"tt0080339,tt7653254,tt0240515,tt0083530"
353673;"Paul Haggis";1953;0;"writer,producer,miscellaneous";"tt0478134,tt0405159,tt0108756,tt0375679"
354085;"Sid Haig";1939;2019;"actor,producer,assistant_director";"tt0395584,tt0066995,tt0251736,tt0378194"
354198;"Jeanette Hain";1969;0;"actress,director";"tt0962736,tt0896872,tt0976051,tt1452297"
354913;"Georgia Hale";1900;1985;"actress,miscellaneous";"tt0019072,tt0018969,tt0016938,tt0015864"
354916;"Grace Hayle";1888;1963;"actress";"tt0032553,tt0029685,tt0028380,tt0026688"
355024;"Tony Hale";1970;0;"actor,producer,writer";"tt0367279,tt1979376,tt3316948,tt1759761"
355097;"Jackie Earle Haley";1961;0;"actor,director,writer";"tt1130884,tt0404203,tt0409459,tt1179056"
355659;"Irma P. Hall";1935;0;"actress,producer,assistant";"tt0119807,tt0369339,tt0119668,tt0335245"
355910;"Michael C. Hall";1971;0;"actor,producer,soundtrack";"tt0773262,tt0338337,tt1034032,tt0248654"
356017;"Rebecca Hall";1982;0;"actress,producer,director";"tt0497465,tt0840361,tt0482571,tt4666726"
356021;"Regina Hall";1970;0;"actress,producer,soundtrack";"tt0362120,tt1197624,tt3564472,tt0175142"
357240;"Mie Hama";1943;0;"actress";"tt0061868,tt0062512,tt7863930,tt0056142"
357453;"John Hamburg";1970;0;"producer,director,writer";"tt1155056,tt4501244,tt14309446,tt0970866"
357891;"Guy Hamilton";1922;2016;"director,assistant_director,writer";"tt0058150,tt0070328,tt0071807,tt0066995"
357979;"Josh Hamilton";1969;0;"actor,producer";"tt0106246,tt0113537,tt2387433,tt7014006"
358316;"Jon Hamm";1971;0;"actor,producer,soundtrack";"tt1647668,tt0804503,tt2854926,tt0840361"
358390;"Gustaf Hammarsten";1967;0;"actor,soundtrack";"tt10954652,tt0203166,tt0889583,tt1568346"
359387;"John Lee Hancock";1956;0;"writer,director,producer";"tt10016180,tt0878804,tt2140373,tt1860242"
359398;"Martin Hancock";1973;0;"actor,soundtrack";"tt0367959,tt0360139,tt1034303,tt0320661"
359457;"David Hand";1900;1986;"director,animation_department,producer";"tt0142152,tt0034492,tt8484274,tt0029583"
359734;"Michael Haneke";1942;0;"writer,director,actor";"tt1602620,tt0387898,tt0119167,tt1149362"
360598;"Glen Hansard";1970;0;"soundtrack,composer,actor";"tt3544112,tt0101605,tt0907657,tt0989757"
361823;"Haya Harareet";1931;2021;"actress,writer";"tt0056101,tt0052618,tt0054641,tt0062089"
362457;"Karl Hardman";1927;2007;"actor,producer,make_up_department";"tt2368716,tt0117549,tt0063350,tt12170010"
362566;"Catherine Hardwicke";1955;0;"director,production_designer,producer";"tt0328538,tt5941692,tt1099212,tt0355702"
362766;"Tom Hardy";1977;0;"actor,producer,writer";"tt1392190,tt1345836,tt2692904,tt1375666"
364977;"Laura Harris";1976;0;"actress,producer,soundtrack";"tt0285331,tt0310281,tt0464196,tt0133751"
365140;"Naomie Harris";1976;0;"actress";"tt0289043,tt1074638,tt2379713,tt4975722"
365201;"Phil Harris";1904;1995;"actor,soundtrack,music_department";"tt0061852,tt0102802,tt0065421,tt0070608"
365445;"Wood Harris";1969;0;"actor,producer";"tt0210945,tt1343727,tt0478970,tt0405336"
366004;"Mary Harron";1953;0;"director,producer,writer";"tt0116594,tt0404802,tt0144084,tt1034007"
366389;"Kevin Hart";1979;0;"producer,writer,actor";"tt1661382,tt1489889,tt1408253,tt2709768"
366509;"Roxanne Hart";1952;0;"actress,soundtrack";"tt0108724,tt0762114,tt0091203,tt0498380"
